Temp,Resistance
283.15,0.023
283.15,0.043
283.15,0.007
283.15,0.016
283.15,0.050
283.15,0.036
283.15,0.059
283.15,0.038
282.15,0.010
282.15,0.024
282.15,0.013
282.15,0.044
282.15,0.061
282.15,0.394
282.15,0.045
282.15,0.014
282.15,0.038
282.15,0.076
282.15,0.044
282.15,0.083
282.15,0.073
282.15,0.084
282.15,0.061
282.15,0.451
282.15,0.391
282.15,0.039
282.15,0.104
282.15,0.085
282.15,0.054
282.15,0.057
282.15,0.027
282.15,0.221
282.15,0.054
282.15,0.063
282.15,0.112
282.15,0.141
282.15,0.468
282.15,0.277
282.15,0.434
282.15,0.187
282.15,0.039
282.15,0.055
282.15,0.056
282.15,0.093
282.15,0.044
282.15,0.084
282.15,0.097
282.15,0.277
282.15,0.026
282.15,0.069
282.15,0.078
282.15,0.117
282.15,0.128
282.15,0.241
282.15,0.193
282.15,0.168
282.15,0.234
282.15,0.407
282.15,0.117
282.15,0.027
282.15,0.063
282.15,0.047
282.15,0.101
282.15,0.074
282.15,0.060
282.15,0.077
282.15,0.051
282.15,0.086
282.15,0.107
282.15,0.119
282.15,0.144
282.15,0.242
282.15,0.170
282.15,0.429
282.15,0.039
282.15,0.122
282.15,0.113
282.15,0.153
282.15,0.142
282.15,0.131
282.15,0.236
282.15,0.264
282.15,0.309
282.15,0.495
282.15,0.368
282.15,0.016
282.15,0.043
282.15,0.062
282.15,0.109
282.15,0.091
282.15,0.342
282.15,0.477
282.15,0.107
282.15,0.170
282.15,0.464
282.15,0.416
282.15,0.472
282.15,0.104
282.15,0.311
282.15,0.345
282.15,0.491
282.15,0.356
282.15,0.372
282.15,0.139
282.15,0.220
282.15,0.175
282.15,0.362
282.15,0.076
282.15,0.057
282.15,0.078
282.15,0.085
282.15,0.131
282.15,0.152
282.15,0.178
282.15,0.165
282.15,0.111
282.15,0.141
282.15,0.218
282.15,0.170
282.15,0.200
282.15,0.150
282.15,0.174
282.15,0.121
282.15,0.073
282.15,0.104
282.15,0.117
282.15,0.238
282.15,0.387
281.15,0.026
281.15,0.124
281.15,0.138
281.15,0.269
281.15,0.250
281.15,0.413
281.15,0.405
281.15,0.452
281.15,0.476
281.15,0.461
281.15,0.492
281.15,0.186
281.15,0.020
281.15,0.034
281.15,0.167
281.15,0.386
281.15,0.446
281.15,0.368
281.15,0.449
281.15,0.381
281.15,0.334
281.15,0.036
281.15,0.119
281.15,0.072
281.15,0.030
281.15,0.125
281.15,0.051
281.15,0.072
281.15,0.289
281.15,0.059
281.15,0.035
281.15,0.026
281.15,0.058
281.15,0.047
281.15,0.343
281.15,0.345
281.15,0.297
281.15,0.308
281.15,0.294
281.15,0.350
281.15,0.485
281.15,0.490
281.15,0.205
281.15,0.224
281.15,0.192
281.15,0.203
281.15,0.343
281.15,0.295
281.15,0.261
281.15,0.385
281.15,0.428
281.15,0.324
281.15,0.369
281.15,0.443
281.15,0.455
281.15,0.424
281.15,0.299
281.15,0.234
281.15,0.260
281.15,0.119
281.15,0.203
281.15,0.199
281.15,0.320
281.15,0.404
281.15,0.236
281.15,0.304
281.15,0.368
281.15,0.425
281.15,0.448
281.15,0.390
281.15,0.322
281.15,0.322
281.15,0.280
281.15,0.290
281.15,0.214
281.15,0.246
281.15,0.263
281.15,0.248
281.15,0.202
281.15,0.228
281.15,0.215
281.15,0.262
281.15,0.239
281.15,0.169
281.15,0.196
281.15,0.188
281.15,0.223
281.15,0.323
281.15,0.357
281.15,0.313
281.15,0.295
281.15,0.306
281.15,0.243
281.15,0.221
281.15,0.399
281.15,0.284
281.15,0.200
281.15,0.174
281.15,0.263
281.15,0.396
281.15,0.401
281.15,0.341
281.15,0.272
281.15,0.265
281.15,0.245
281.15,0.291
281.15,0.217
281.15,0.249
281.15,0.458
281.15,0.077
281.15,0.026
281.15,0.127
281.15,0.492
281.15,0.331
281.15,0.314
281.15,0.023
281.15,0.347
281.15,0.390
281.15,0.070
281.15,0.490
281.15,0.500
281.15,0.222
281.15,0.223
281.15,0.284
281.15,0.157
281.15,0.162
281.15,0.186
281.15,0.228
281.15,0.258
281.15,0.262
281.15,0.200
281.15,0.169
281.15,0.205
281.15,0.199
281.15,0.248
281.15,0.236
281.15,0.210
281.15,0.232
281.15,0.212
281.15,0.239
281.15,0.255
281.15,0.261
281.15,0.249
281.15,0.209
281.15,0.195
281.15,0.199
281.15,0.240
281.15,0.269
281.15,0.254
281.15,0.306
281.15,0.355
281.15,0.165
280.15,0.196
280.15,0.179
280.15,0.280
280.15,0.231
280.15,0.188
280.15,0.191
280.15,0.183
280.15,0.230
280.15,0.217
280.15,0.240
280.15,0.201
280.15,0.212
280.15,0.261
280.15,0.243
280.15,0.264
280.15,0.283
280.15,0.253
280.15,0.291
280.15,0.252
280.15,0.278
280.15,0.279
280.15,0.365
280.15,0.374
280.15,0.102
280.15,0.071
280.15,0.163
280.15,0.028
280.15,0.092
280.15,0.102
280.15,0.090
280.15,0.092
280.15,0.070
280.15,0.239
280.15,0.110
280.15,0.242
280.15,0.358
280.15,0.429
280.15,0.178
280.15,0.096
280.15,0.112
280.15,0.183
280.15,0.180
280.15,0.237
280.15,0.278
280.15,0.221
280.15,0.209
280.15,0.174
280.15,0.298
280.15,0.316
280.15,0.325
280.15,0.456
280.15,0.444
280.15,0.374
280.15,0.178
280.15,0.142
280.15,0.174
280.15,0.193
280.15,0.211
280.15,0.198
280.15,0.317
280.15,0.028
280.15,0.052
280.15,0.065
280.15,0.096
280.15,0.081
280.15,0.065
280.15,0.120
280.15,0.173
280.15,0.117
280.15,0.084
280.15,0.024
280.15,0.059
280.15,0.309
280.15,0.489
280.15,0.414
280.15,0.398
280.15,0.362
280.15,0.196
280.15,0.111
280.15,0.038
280.15,0.080
280.15,0.123
280.15,0.166
280.15,0.457
280.15,0.328
280.15,0.316
280.15,0.407
280.15,0.287
280.15,0.258
280.15,0.287
280.15,0.247
280.15,0.295
280.15,0.139
280.15,0.240
280.15,0.076
280.15,0.087
280.15,0.139
280.15,0.118
280.15,0.192
280.15,0.086
280.15,0.115
280.15,0.435
280.15,0.441
280.15,0.326
280.15,0.236
280.15,0.116
280.15,0.146
280.15,0.228
280.15,0.175
280.15,0.051
280.15,0.393
280.15,0.443
280.15,0.434
280.15,0.289
280.15,0.026
280.15,0.104
280.15,0.109
280.15,0.174
280.15,0.146
280.15,0.157
280.15,0.174
280.15,0.062
280.15,0.453
280.15,0.064
280.15,0.061
280.15,0.107
280.15,0.179
280.15,0.174
280.15,0.120
280.15,0.127
280.15,0.107
280.15,0.110
280.15,0.192
280.15,0.175
280.15,0.287
280.15,0.362
280.15,0.350
280.15,0.217
280.15,0.170
280.15,0.488
280.15,0.385
280.15,0.351
280.15,0.283
280.15,0.260
280.15,0.254
280.15,0.406
280.15,0.268
280.15,0.093
280.15,0.159
280.15,0.093
280.15,0.302
280.15,0.483
280.15,0.032
280.15,0.064
280.15,0.076
280.15,0.037
280.15,0.081
280.15,0.067
280.15,0.107
280.15,0.102
280.15,0.080
280.15,0.095
280.15,0.103
280.15,0.147
280.15,0.157
280.15,0.188
280.15,0.149
280.15,0.201
280.15,0.252
280.15,0.231
280.15,0.288
280.15,0.233
280.15,0.218
280.15,0.206
280.15,0.079
280.15,0.137
280.15,0.162
280.15,0.198
280.15,0.160
280.15,0.158
280.15,0.187
280.15,0.406
280.15,0.092
280.15,0.390
280.15,0.434
280.15,0.441
280.15,0.438
280.15,0.040
280.15,0.287
280.15,0.364
280.15,0.282
280.15,0.140
280.15,0.143
280.15,0.152
280.15,0.198
280.15,0.212
280.15,0.167
280.15,0.180
280.15,0.141
280.15,0.179
280.15,0.201
280.15,0.199
280.15,0.209
280.15,0.134
280.15,0.111
280.15,0.078
280.15,0.109
280.15,0.177
279.15,0.160
279.15,0.212
279.15,0.210
279.15,0.109
279.15,0.173
279.15,0.178
279.15,0.225
279.15,0.225
279.15,0.174
279.15,0.156
279.15,0.166
279.15,0.212
279.15,0.229
279.15,0.278
279.15,0.192
279.15,0.186
279.15,0.279
279.15,0.277
279.15,0.130
279.15,0.087
279.15,0.138
279.15,0.052
279.15,0.141
279.15,0.142
279.15,0.100
279.15,0.121
279.15,0.135
279.15,0.187
279.15,0.205
279.15,0.237
279.15,0.198
279.15,0.181
279.15,0.199
279.15,0.179
279.15,0.237
279.15,0.247
279.15,0.206
279.15,0.227
279.15,0.184
279.15,0.228
279.15,0.277
279.15,0.266
279.15,0.259
279.15,0.194
279.15,0.189
279.15,0.033
279.15,0.100
279.15,0.186
279.15,0.190
279.15,0.235
279.15,0.205
279.15,0.206
279.15,0.237
279.15,0.227
279.15,0.242
279.15,0.212
279.15,0.255
279.15,0.267
279.15,0.195
279.15,0.137
279.15,0.032
279.15,0.119
279.15,0.236
279.15,0.087
279.15,0.154
279.15,0.208
279.15,0.234
279.15,0.196
279.15,0.152
279.15,0.167
279.15,0.173
279.15,0.233
279.15,0.198
279.15,0.082
279.15,0.065
279.15,0.028
279.15,0.293
279.15,0.142
279.15,0.458
279.15,0.064
279.15,0.022
279.15,0.212
279.15,0.417
279.15,0.457
279.15,0.198
279.15,0.479
279.15,0.395
279.15,0.227
279.15,0.491
279.15,0.475
279.15,0.448
279.15,0.380
279.15,0.281
279.15,0.245
279.15,0.243
279.15,0.256
279.15,0.258
279.15,0.239
279.15,0.208
279.15,0.260
279.15,0.489
279.15,0.391
279.15,0.144
279.15,0.180
279.15,0.109
279.15,0.061
279.15,0.101
279.15,0.160
279.15,0.482
279.15,0.220
279.15,0.179
279.15,0.458
279.15,0.298
279.15,0.042
279.15,0.057
279.15,0.066
279.15,0.050
279.15,0.122
279.15,0.261
279.15,0.457
279.15,0.457
279.15,0.358
279.15,0.249
279.15,0.023
279.15,0.108
279.15,0.023
279.15,0.491
279.15,0.349
279.15,0.021
279.15,0.356
279.15,0.448
279.15,0.462
279.15,0.490
279.15,0.030
279.15,0.486
279.15,0.022
279.15,0.073
279.15,0.229
279.15,0.035
279.15,0.311
279.15,0.486
279.15,0.470
279.15,0.465
279.15,0.201
279.15,0.492
279.15,0.500
279.15,0.499
279.15,0.476
279.15,0.397
279.15,0.451
279.15,0.416
279.15,0.469
279.15,0.434
279.15,0.341
279.15,0.268
279.15,0.287
279.15,0.414
279.15,0.403
279.15,0.384
279.15,0.193
279.15,0.038
279.15,0.036
279.15,0.051
279.15,0.087
279.15,0.103
279.15,0.207
279.15,0.022
279.15,0.047
279.15,0.065
279.15,0.067
279.15,0.112
279.15,0.193
279.15,0.183
279.15,0.133
279.15,0.348
279.15,0.337
279.15,0.329
279.15,0.313
279.15,0.020
279.15,0.155
279.15,0.328
279.15,0.425
279.15,0.124
279.15,0.177
279.15,0.487
279.15,0.407
279.15,0.472
279.15,0.353
279.15,0.466
279.15,0.406
279.15,0.423
279.15,0.334
279.15,0.027
279.15,0.361
279.15,0.465
279.15,0.369
279.15,0.315
279.15,0.160
279.15,0.499
279.15,0.481
279.15,0.371
279.15,0.030
279.15,0.487
279.15,0.460
279.15,0.366
279.15,0.390
279.15,0.100
279.15,0.059
279.15,0.029
279.15,0.112
279.15,0.138
279.15,0.363
279.15,0.488
279.15,0.414
279.15,0.339
279.15,0.441
279.15,0.461
279.15,0.464
279.15,0.326
279.15,0.121
279.15,0.102
279.15,0.138
279.15,0.456
279.15,0.197
279.15,0.148
279.15,0.138
279.15,0.489
279.15,0.331
279.15,0.093
279.15,0.124
279.15,0.357
279.15,0.177
279.15,0.196
279.15,0.065
279.15,0.045
279.15,0.168
279.15,0.256
279.15,0.099
279.15,0.259
279.15,0.020
279.15,0.041
279.15,0.041
279.15,0.163
279.15,0.434
279.15,0.450
279.15,0.462
279.15,0.455
279.15,0.484
279.15,0.220
279.15,0.106
279.15,0.475
279.15,0.444
279.15,0.460
279.15,0.288
279.15,0.287
279.15,0.098
279.15,0.034
279.15,0.214
279.15,0.077
279.15,0.492
279.15,0.125
279.15,0.441
279.15,0.483
279.15,0.312
279.15,0.151
279.15,0.026
279.15,0.373
279.15,0.280
279.15,0.289
279.15,0.325
279.15,0.301
279.15,0.399
279.15,0.490
279.15,0.467
279.15,0.482
279.15,0.049
279.15,0.479
279.15,0.159
279.15,0.043
279.15,0.269
279.15,0.479
279.15,0.245
279.15,0.378
279.15,0.026
279.15,0.277
279.15,0.099
279.15,0.079
279.15,0.121
279.15,0.025
279.15,0.160
279.15,0.062
279.15,0.046
279.15,0.076
279.15,0.079
279.15,0.018
279.15,0.013
279.15,0.045
279.15,0.027
279.15,0.053
279.15,0.040
279.15,0.011
279.15,0.025
279.15,0.018
279.15,0.125
279.15,0.163
279.15,0.478
279.15,0.476
279.15,0.435
278.15,0.040
278.15,0.416
278.15,0.489
278.15,0.462
278.15,0.208
278.15,0.464
278.15,0.371
278.15,0.057
278.15,0.154
278.15,0.283
278.15,0.065
278.15,0.066
278.15,0.058
278.15,0.031
278.15,0.030
278.15,0.061
278.15,0.063
278.15,0.063
278.15,0.046
278.15,0.028
278.15,0.046
278.15,0.036
278.15,0.065
278.15,0.062
278.15,0.036
278.15,0.109
278.15,0.088
278.15,0.275
278.15,0.141
278.15,0.180
278.15,0.116
278.15,0.455
278.15,0.451
278.15,0.203
278.15,0.157
278.15,0.190
278.15,0.027
278.15,0.035
278.15,0.024
278.15,0.210
278.15,0.074
278.15,0.069
278.15,0.071
278.15,0.046
278.15,0.026
278.15,0.395
278.15,0.359
278.15,0.486
278.15,0.479
278.15,0.457
278.15,0.348
278.15,0.196
278.15,0.184
278.15,0.141
278.15,0.120
278.15,0.083
278.15,0.050
278.15,0.102
278.15,0.093
278.15,0.109
278.15,0.092
278.15,0.088
278.15,0.065
278.15,0.062
278.15,0.092
278.15,0.092
278.15,0.196
278.15,0.218
278.15,0.035
278.15,0.056
278.15,0.041
278.15,0.135
278.15,0.078
278.15,0.201
278.15,0.056
278.15,0.043
278.15,0.140
278.15,0.058
278.15,0.054
278.15,0.232
278.15,0.046
278.15,0.452
278.15,0.410
278.15,0.429
278.15,0.387
278.15,0.377
278.15,0.184
278.15,0.170
278.15,0.230
278.15,0.221
278.15,0.200
278.15,0.153
278.15,0.039
278.15,0.299
278.15,0.043
278.15,0.125
278.15,0.181
278.15,0.073
278.15,0.109
278.15,0.026
278.15,0.186
278.15,0.273
278.15,0.126
278.15,0.070
278.15,0.076
278.15,0.159
278.15,0.116
278.15,0.038
278.15,0.369
278.15,0.242
278.15,0.130
278.15,0.037
278.15,0.037
278.15,0.044
278.15,0.052
278.15,0.064
278.15,0.083
278.15,0.094
278.15,0.075
278.15,0.050
278.15,0.058
278.15,0.062
278.15,0.083
278.15,0.109
278.15,0.061
278.15,0.111
278.15,0.064
278.15,0.089
278.15,0.116
278.15,0.111
278.15,0.108
278.15,0.102
278.15,0.104
278.15,0.088
278.15,0.111
278.15,0.065
278.15,0.086
278.15,0.084
278.15,0.090
278.15,0.068
278.15,0.057
278.15,0.071
278.15,0.085
278.15,0.122
278.15,0.105
278.15,0.115
278.15,0.085
278.15,0.082
278.15,0.126
278.15,0.093
278.15,0.116
278.15,0.105
278.15,0.118
278.15,0.094
278.15,0.137
278.15,0.128
278.15,0.096
278.15,0.134
278.15,0.117
278.15,0.131
278.15,0.144
278.15,0.137
278.15,0.128
278.15,0.099
278.15,0.101
278.15,0.095
278.15,0.118
278.15,0.160
278.15,0.134
278.15,0.093
278.15,0.046
278.15,0.073
278.15,0.148
278.15,0.226
278.15,0.134
278.15,0.123
278.15,0.474
278.15,0.087
278.15,0.225
278.15,0.299
278.15,0.283
278.15,0.281
278.15,0.268
278.15,0.263
278.15,0.284
278.15,0.263
278.15,0.217
278.15,0.246
278.15,0.208
278.15,0.222
278.15,0.197
278.15,0.213
278.15,0.177
278.15,0.174
278.15,0.087
278.15,0.165
278.15,0.159
278.15,0.158
278.15,0.205
278.15,0.176
278.15,0.384
278.15,0.070
278.15,0.160
278.15,0.224
278.15,0.313
278.15,0.320
278.15,0.039
278.15,0.028
278.15,0.071
278.15,0.079
278.15,0.120
278.15,0.090
278.15,0.332
278.15,0.118
278.15,0.087
278.15,0.115
278.15,0.108
278.15,0.141
278.15,0.108
278.15,0.083
278.15,0.114
278.15,0.135
278.15,0.160
278.15,0.181
278.15,0.081
278.15,0.084
278.15,0.090
278.15,0.115
278.15,0.125
278.15,0.121
278.15,0.126
278.15,0.155
278.15,0.261
278.15,0.084
278.15,0.114
278.15,0.121
278.15,0.161
278.15,0.133
278.15,0.152
278.15,0.170
278.15,0.147
278.15,0.152
278.15,0.207
278.15,0.378
278.15,0.127
278.15,0.219
278.15,0.416
278.15,0.053
278.15,0.061
278.15,0.087
278.15,0.161
278.15,0.189
278.15,0.177
278.15,0.201
278.15,0.148
278.15,0.143
278.15,0.152
278.15,0.115
278.15,0.117
278.15,0.116
278.15,0.107
278.15,0.130
278.15,0.133
278.15,0.130
278.15,0.140
278.15,0.091
278.15,0.121
278.15,0.194
278.15,0.097
278.15,0.202
278.15,0.155
278.15,0.199
278.15,0.178
278.15,0.126
278.15,0.046
278.15,0.022
278.15,0.050
278.15,0.037
278.15,0.210
278.15,0.415
278.15,0.466
278.15,0.472
278.15,0.141
278.15,0.038
278.15,0.194
278.15,0.148
278.15,0.461
278.15,0.203
278.15,0.285
278.15,0.169
278.15,0.167
278.15,0.470
278.15,0.396
278.15,0.146
278.15,0.362
278.15,0.446
278.15,0.490
278.15,0.428
278.15,0.500
278.15,0.374
278.15,0.024
278.15,0.192
278.15,0.228
278.15,0.256
278.15,0.408
278.15,0.340
278.15,0.461
278.15,0.186
278.15,0.386
278.15,0.482
278.15,0.492
278.15,0.351
278.15,0.036
278.15,0.035
278.15,0.237
278.15,0.204
278.15,0.202
278.15,0.164
278.15,0.123
278.15,0.096
278.15,0.132
278.15,0.133
278.15,0.167
278.15,0.184
278.15,0.156
278.15,0.173
278.15,0.034
278.15,0.090
278.15,0.117
278.15,0.114
278.15,0.120
278.15,0.085
278.15,0.289
278.15,0.086
278.15,0.262
278.15,0.245
278.15,0.141
278.15,0.086
278.15,0.294
278.15,0.231
278.15,0.146
278.15,0.065
278.15,0.163
278.15,0.490
278.15,0.463
278.15,0.304
278.15,0.493
278.15,0.087
278.15,0.450
278.15,0.475
278.15,0.466
278.15,0.497
